ALG3,AP4B1,CDKL5,EFTUD2,FGF19,FLNA,FOXL2,HRAS,IKBKG,LETM1,MYCN,NBN,RNF168,SLC25A19,SNRPN,TUBB6,WDR62,AP4E1,AP4S1,ASPM,BUB1B,CENPJ,CENPL,CEP135,CEP152,CEP76,CHEK1,CKAP2,DLG3,ERCC8,H2AFX,HNRNPU,MCM8,MCPH1,MDC1,MRE11A,NES,NHEJ1,PCNT,PHF6,PLK4,PTER,RAD50,SEH1L,SMC1A,STIL,TSEN54,TUBB2B,USP39,VRK1,WHSC1,XRCC4,ZNF519,ALG9,CDK5RAP2,CRBN,NR2E1,PAX6,ZIC2,AKT3,CNTN4,COG5,FOXG1,GPR56,LIG4,SIX3,SLC9A6,TRAPPC9,TUBA1A,CHD3,COG7,KIF26B,MECP2,MZT2B,POMT1,POMT2,TSEN34,EFCAB2,HYDIN,TBR1,Cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0.922,0.923,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,2,1.689635315,0.767166345,1.117284339,-0.373799329,-0.151075802,-1.336471385,-0.95469418,-0.662572551,-0.095472752,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0.553,0,0,0,0,0,0,0,2,-0.319808006,1.972467687,1.265923671,-0.050927789,0.046499962,-0.418217426,-0.534064168,-0.893843846,-1.068030086,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0.858,0.993,0.418,0.979,0.998,0.907,0.849,0.756,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0.427,0.823,0,0,0,0.529,0.442,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,2,1.3765371,0.395973472,1.160111678,0.901151941,-0.652813612,-1.257594207,-0.448339556,-0.240599188,-1.234427628,
0,0,0,0,0.508,0,0,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.612229971,1.224358019,1.7700766,0.008151761,-0.374667839,-0.872422838,-1.103594912,-0.825005352,-0.439125409,
0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671,0,0,0,0.985,0,0,0,0.981,0.999,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.424520354,1.875090083,-0.332406021,-0.221038906,0.239459244,-0.704878517,-0.721763464,-0.829871867,-0.729110906,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.321653084,0.60607892,0.499888813,-0.464348863,-0.627372555,-0.566834268,-0.683814247,-0.489228189,-0.596022695,
0,0,0,0.899,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0.583,0.94,0,0,0,0,0.427,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0.434,0,0,0,0,0,0,0,2,1.185358911,1.048422191,1.385616227,-0.658389878,0.436633838,-0.70977753,-0.941992927,-1.008044991,-0.737825842,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469,0,0,0.915,0.703,0.716,0,0,0.794,0,0.678,0.668,0,0,0,0,0.428,0.727,0,0,0,0,0,0,0.823,0,0,0,0,0,0,0,0,0.434,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.459578943,0.532934749,1.581492391,0.18528152,-0.569120276,-0.902018731,-0.512004453,-0.696846819,-1.079297322,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0,2,2.03905475,0.729720154,0.632904324,0.243109927,-0.366915423,-0.833962217,-0.913049207,-0.680150905,-0.850711402,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0,2,1.239703989,-0.099846987,0.089886265,0.343413166,0.207401687,1.118635355,0.248596661,-1.66527414,-1.482515996,
0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.860684872,0.553301922,1.182961306,-0.380053074,-0.374495371,-0.392674562,-0.350565405,-0.866141699,-1.233017988,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.527,0,0,0,0,0,0.581,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0,0,0,0,0.434,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,0,2,1.848136516,0.69274969,1.128660332,-0.104821917,-0.276318653,-0.7670224,-0.774670548,-0.752248086,-0.994464935,
0,0,0,0,0,0,0,0,0,0.796,0,0,0,0,0,0,0,0,0,0.416,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.493192149,1.323563101,1.455670915,-0.267299152,0.537314632,-0.771199419,-0.427884974,-1.205684963,-1.137672288,
0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,0,0.524,0.973,0,0.999,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.804755609,1.447867349,1.121087357,0.518904519,-0.157718679,-0.674754109,-0.823066104,-0.931335797,-1.305740143,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.491652384,1.777815201,1.200918449,-0.093744575,0.146661587,-0.875200134,-0.772408979,-0.896353092,-0.979340842,
0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.266072692,0.628668182,0.36418734,0.152430858,0.769882811,1.140483705,0.108320776,-0.396252357,-0.501648624,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0.75,0,0.943,0,0.903,0.944,0.899,0,0,0,0,0,0,0,0.758,0,0,0,0,0.95,0,0.91,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,3,-1.05812826,1.595467332,1.244424696,-0.007185695,-0.571455679,-1.404570933,-0.436143485,0.102763505,0.534828517,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.986080987,1.905416271,0.737965654,0.766851483,-0.581982711,-1.23273436,-0.635868039,-0.012891407,0.039324096,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.631834793,-0.594508295,1.836977505,0.944822568,0.425483502,0.150870504,-0.24557889,-0.270361489,-0.615870613,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,3,-2.046745943,0.906387153,1.073191873,0.573547332,0.585618965,0.408775809,-0.111402925,-0.797059333,-0.592312931,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.969478549,0.821574032,0.219908841,0.181179366,1.05646199,0.906306909,0.351297003,-0.588772137,-0.978477455,
0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.881880842,-1.404888589,-0.222200411,0.254444386,0.530174602,0.886123232,0.952080813,0.494610453,0.391536356,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2.124636948,-0.887595013,-0.015145595,-0.019049293,0.231742595,0.295923951,0.385819518,0.808933835,1.324006949,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,4,-1.964315469,-0.891716043,-0.227668947,0.020956737,0.133260359,1.560504612,0.559237937,0.721504874,0.088235941,
0,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0,0,0,0,0.517,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0.538,4,-0.932325008,-0.967306128,-0.989811958,0.557172964,1.933315758,0.28523316,-0.603478071,-0.12331246,0.840511743,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.430377794,-0.990982632,-0.664609069,-0.481427565,-0.331359055,1.142766663,1.356613176,0.521847875,0.877528401,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0.783,0,0.993,0,0,0,0,0.639,0,0.467,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.748664272,-1.15879521,-0.238619154,0.046879638,0.281250288,1.465127012,0.977882736,0.566934221,-0.19199526,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0.844,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.626009177,-1.454070625,-0.606305566,0.687426328,0.729276571,0.097196042,1.137857821,0.640544564,0.394084043,
0,0,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0,0,0,0,0,0,0,4,-1.797877057,-0.479915854,-0.450796344,-0.519233176,-0.54151911,0.801098006,1.314699268,0.818223628,0.855320638,
0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.708864762,-1.170842544,-0.843500485,-0.063335607,0.59108024,0.777355631,0.939710532,0.560505824,0.917891172,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.424,0,0.461,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.977271682,-1.035760401,-0.330696351,-0.030597829,0.649030852,0.756703009,1.298455555,0.373355296,0.296781551,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.171575143,-1.016665593,-1.020136624,-0.621002386,0.09444316,0.391023679,1.335185796,0.683858,1.324869111,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.282952387,-1.087371228,-0.760875245,0.535975199,-0.394693998,-0.134755657,0.419354845,1.737549802,0.967768667,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419,0,0,5,-1.287401827,-1.262036899,-0.776396955,-0.064756906,0.394571129,0.215533417,0.184974249,0.779022238,1.816491553,
0,0,0.984,0,0,0,0,0,0,0,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.970854814,-0.639216277,-0.326161973,-0.312721476,-0.1297082,0.408369315,1.024222756,0.539019203,1.407051467,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.190526213,-1.048751334,-1.279432659,0.685143908,-0.171273403,0.502024495,0.057495992,1.448420406,0.996898809,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,5,-1.822757671,-0.311720787,-0.917069723,0.699136061,-0.350317577,-0.283941857,1.026473998,0.789842328,1.170355227,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,5,-0.915010986,-1.477829683,-1.323688401,-0.114615095,0.356157644,0.801313628,0.966080572,1.017025268,0.690567054,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.262491902,-1.384712284,-0.919946825,0.23238978,0.057065604,0.433743419,0.544156967,1.627575965,0.672219275,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,6,-0.749240017,-1.181458731,-0.946797005,0.26109789,-0.19646938,-0.285102651,0.098050357,1.973743348,1.026176189,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.066028282,-0.995635288,-0.895962739,-0.039472274,-0.184359809,-0.276534266,0.349187738,1.594781656,1.514023263,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0,0,0,0,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.651809475,-0.651296345,-0.654126416,-0.657152021,-0.625347293,-0.262108963,0.27196864,1.094616856,2.135255017,
